epoch,iteration_0,iteration_1,iteration_2,iteration_3,iteration_4,iteration_5,iteration_6,iteration_7,iteration_8,iteration_9,iteration_10,iteration_11,iteration_12,iteration_13,iteration_14,iteration_15,iteration_16,iteration_17,iteration_18,iteration_19,iteration_20,iteration_21,iteration_22,iteration_23,iteration_24,iteration_25,iteration_26,iteration_27,iteration_28,iteration_29
11,243.69625691274965,63.54703463846319,8.80655245038436,8.743604245911191,8.63063663006662,5.123031088627876,0.573377573936309,0.5132426080754479,0.37493746764002334,0.24294883373455245,0.17582716107668528,0.10053736829072021,0.09784072934295217,0.09194682776394748,0.07578157529468428,0.04197676376857081,,,,,,,,,,,,,,
12,19.55248255542964,6.080219355937157,4.84346098538969,4.650408395223823,3.7188739592473095,3.529976587034676,2.926919446867106,2.3304941723625627,1.652775102438044,0.8178368080296404,0.7562706116809436,0.6112372839332489,0.3820994957625476,0.38150064003251377,0.29701794301549583,0.19704465321474893,0.17074383804396942,0.11150814671249845,0.07078168338757629,0.042003635529046845,0.008849469569724796,,,,,,,,,
13,10.604592321255108,7.685952872621713,5.283448657454849,3.4586590556793473,1.8421043227037424,1.0958365193942912,0.7503979553417794,0.44912276157930775,0.15569726558901534,0.12659015130185156,0.08925981333030242,0.07647615084548888,0.06984866797390753,0.06564979337863944,0.036187200803568645,,,,,,,,,,,,,,,
14,573.541243104872,372.0586925148522,262.17890395448796,135.72779168656024,118.65914610128976,74.72505580948065,32.632767935607646,12.803201195073228,12.37424522289896,8.537765637989306,3.628907063810936,2.9604462043579733,2.732382800718079,1.40920506411193,1.3610253279219262,1.0538498823487201,0.6934317120882454,0.4222682406582993,0.25028158818586044,0.21034418836306878,0.13736108779932565,0.11463898857814393,0.07018127832954611,0.04569276204852371,0.04246340538502617,,,,,
15,568.1886734436797,12.829326965339332,8.597372538150232,5.7030196851978285,5.042517263757143,4.1902368167359505,2.7714803598279354,1.5349924032950697,1.2731275703154612,0.6534144918443628,0.4493620358591619,0.4199206445088124,0.23020823958716807,0.2101226141926989,0.11057941248142264,0.07712611873621318,0.07214317757757899,0.06027740903796042,0.05288154837576046,0.03699435335571133,,,,,,,,,,
16,108.06792998929106,94.45746637582431,93.88111402738194,17.332843631949377,6.405565213050147,3.9813859957485884,3.4021563032503934,1.641759119464704,1.1584463153870648,0.8873749418411955,0.5421933867612203,0.509778356409244,0.4777503632847747,0.2788912400060529,0.2576645575523906,0.19701272000340195,0.1259317231415525,0.08034442742233891,0.059057518887809406,0.03877553739126795,,,,,,,,,,
17,297.62707521435186,54.55762186727027,3.382371365740741,2.4892928199970616,2.0681666846383036,1.292306855008043,1.187289262356281,0.9621264690901644,0.8200640178334878,0.6480188210145321,0.3471034925030238,0.25212105489737446,0.06305273883983585,0.021726237584884303,,,,,,,,,,,,,,,,
18,519.6188929957976,51.79920554289521,5.983898183587386,5.783864275281982,3.539540872620747,1.550612503230972,0.8167955797104343,0.49481478049128813,0.23851951291729365,0.22405765369155073,0.14499918512741028,0.14069156012897077,0.13933264863893818,0.13433833657083108,0.12398395596908723,0.07870093647881266,0.07120210578946945,0.06458171872721825,0.039512620829930276,,,,,,,,,,,
19,73.08888054343305,4.825023329458573,0.4976379687338211,0.44520022189586883,0.110320761917343,0.09182069170428697,0.06351184709571772,0.053112162126586086,0.045485419605298394,,,,,,,,,,,,,,,,,,,,,
20,258.70790833061403,75.19934489720946,36.79421008414442,5.902469669994839,5.352324765463124,3.8160756350461416,2.6900302626205397,1.952118446592702,0.7504763640791579,0.3038167741182249,0.21857145192833788,0.08554002933168031,0.0698161067686674,0.06461115620561889,0.034905741994100556,,,,,,,,,,,,,,,
21,24.073528322840744,7.348249508731677,1.6056888064579415,1.0922279202531442,0.5296087886976699,0.3781619657555581,0.20919798614983529,0.11195372551783846,0.1023272838923157,0.06845778907935528,0.05935392023134936,0.0363697938337868,,,,,,,,,,,,,,,,,,
22,59.96420169609536,36.694251962190634,20.92976008110197,1.9346862522405988,1.792677680016669,1.3737004025045885,1.0483252456898675,0.6627650455943296,0.453935822406956,0.3421949847910762,0.3363967594758195,0.24005809941346007,0.18812377710120523,0.13988739425062113,0.10694548635271592,0.06018375857367446,0.048127881476515935,,,,,,,,,,,,,
23,43.95109916133624,18.856260417365235,7.6153281971605296,6.8169426775753,1.2337238333983902,0.7182382056610819,0.6950645696535993,0.4048920268738971,0.29039112280737056,0.16475391381034052,0.12624647705181744,0.10035814017885691,0.06822675115685398,0.053913703309890086,,,,,,,,,,,,,,,,
24,215.81184620097048,154.65941357266746,68.01989051325157,48.966893882374286,20.66035405220333,10.44096610308113,6.0226800996782535,4.996236614614541,2.1827994448039805,2.1495344265694194,1.4307957184299198,1.1302283828284196,0.7453782861387253,0.7138793976719086,0.664631477945439,0.3675699098005158,0.07646448270475636,0.06764468531668005,0.06521534294718428,0.054112717948736316,,,,,,,,,,
25,74.50428280828008,59.95357430008898,10.015667535873279,8.0913111756933,5.333058870546416,1.7673490112159425,1.4252281874447719,0.7490742441295064,0.718206233705828,0.6830973560114849,0.27921216527965975,0.23032997109712391,0.20048227535427582,0.16831141167058203,0.1321123657224935,0.1271909988332181,0.10644341345274554,0.0748867315020231,0.04437835421642922,0.019197729478781827,,,,,,,,,,
26,127.46854914492552,41.0839645499343,17.23652747960363,10.299370991855252,5.2137176555966,1.9022119520360115,1.5924693966630907,0.5901735623361052,0.3559475906544075,0.240309097716508,0.19847248724563887,0.15415026244639063,0.14477375701988837,0.12602488767863101,0.03612372894973643,,,,,,,,,,,,,,,
27,170.71141777328677,73.44994659943848,14.342762615662007,10.769409966019145,5.6846922928921835,3.6384408207374292,2.8829347450877822,2.3413724488138272,1.1931164479317682,0.9057371801153457,0.8629866017275998,0.7375299277842897,0.29430205774385454,0.275216115172493,0.26735626044398375,0.23442073157007132,0.22329621660996696,0.10675464394057382,0.04348844725417002,0.0267377118265043,,,,,,,,,,
28,71.30523185088647,16.508718242906774,14.556851826163271,9.229909819153152,3.6382024135263182,2.7184467035820608,1.6217986889513727,1.571212992740512,0.6397497416172416,0.613250539194407,0.4680532415938783,0.30710994731533553,0.2351071707101552,0.20558093188556376,0.1433555394701338,0.10512496322898623,0.07374039037999369,0.050672869667832465,,,,,,,,,,,,
29,13.303265416447134,12.105996474513887,2.091530150983795,2.0304835250010007,1.9249344776438588,1.2826337824586882,0.7357367865701915,0.4379408123068291,0.20379374706966644,0.18605274988253473,0.15639716959217545,0.12143969034670009,0.07115522359616966,0.05678000054116672,0.052269624975797076,0.04526475154501166,0.04442191559315949,,,,,,,,,,,,,
30,37.50497825823927,11.639030092085402,11.404912652414346,6.011646039424944,3.8085730315122936,2.8284100286723928,1.7993395207770924,1.577358586697597,1.3223926017774037,0.6989744973237555,0.4997057487828755,0.19659313444925158,0.15696823681816802,0.15505977553908992,0.1515761709319452,0.14721903280525553,0.08655384311507407,0.06079101490042931,0.056104919951000316,,,,,,,,,,,
31,45.00327447334447,5.466646149286026,3.821004273315842,2.5146816441237765,1.07457639667267,0.4679576976101063,0.22520126183050396,0.1901954600837828,0.1635036175511415,0.08999944858973517,0.07141598553697998,0.025484674447137236,,,,,,,,,,,,,,,,,,
32,76.5677926743657,41.952140499714844,5.392508235168731,3.0848538377403707,1.0839945360599554,0.5960015434698915,0.4996580133363052,0.3797055836417471,0.3189022405363089,0.16393510077788223,0.0744232946879886,0.06276007265664231,0.06009988542291975,,,,,,,,,,,,,,,,,
33,17.389954819058417,8.276542316813005,5.663863373156684,3.405505915058374,2.9595404461184183,2.6656096690301982,2.192303502206513,1.1045678665646208,0.42164212898137027,0.2985996157707242,0.16966420553296063,0.1638150111099075,0.13810912735321249,0.06639685083004904,0.05963733413555109,0.04578616299637672,0.020069070099076523,,,,,,,,,,,,,
34,458.68746062790547,74.92413181030147,33.82192697080747,25.5799131786807,6.907140734385934,5.963148432801371,4.763662110906275,4.0509871060099085,3.9102463216107055,3.6557491247421945,1.2906547224997162,0.9894464557283786,0.9812626571258457,0.741658322315361,0.6812683335684597,0.5920056438951308,0.4324233413393853,0.41734835012891086,0.29447779704807886,0.18564913614673417,0.1851205685445084,0.1530767619825818,0.14861726725062172,0.1395227636553218,0.09348226363423397,0.07734787137476103,0.07710718680246219,0.06878264988991997,0.05336343052397473,0.046624512820791254
35,5.929139212089698,5.589117186335439,2.277060954382178,1.1337327843629985,0.7529151804146424,0.6506493921491042,0.623564340802578,0.3581756731160102,0.34733180864690194,0.20354510864879127,0.18120466026714369,0.16613137093381655,0.14048013295209852,0.09339085333946293,0.06467105043055227,0.04051829188811709,,,,,,,,,,,,,,
36,396.5721327990235,36.30611247158537,27.29791455249188,5.777033902473253,3.3895103152852766,2.694895667257636,1.2677433875050057,1.082664794957143,0.7961312942464092,0.46786967779553745,0.25766621293711417,0.18530202174736665,0.1654988919555146,0.06516439559864995,0.025291084949891282,0.024129916374826494,,,,,,,,,,,,,,
37,1.4870401509817368,1.2574880553266137,0.8309767149540366,0.5375665375237294,0.36766897441517793,0.34966372575920407,0.2788276649597061,0.2704917314164578,0.16399025103767934,0.08396870743936716,0.08321052058337623,0.06664988145861014,0.05973674753798248,0.027791413257246395,,,,,,,,,,,,,,,,
38,5.699614108942082,1.2059505608523087,0.9826362959832324,0.36710980606992766,0.3466590704803988,0.3252335201953658,0.1942235217546638,0.1342118609629785,0.12216720430686516,0.10491727261229,0.08510017976327904,0.07603072759464592,,,,,,,,,,,,,,,,,,
39,403.58070402269954,22.46403360539884,10.880024067521994,5.534719376299171,1.8375316816114962,1.3016454875524581,0.849116092209451,0.38428138153089186,0.2798665173474266,0.2371327513054133,0.18801952070514513,0.17898493835549306,0.15995400622842937,0.14991009200519237,0.13473690479896552,0.12721153496681428,0.10096786207294059,0.08673373008762367,0.071335869018316,0.041033690790782236,,,,,,,,,,
40,459.2618129868752,70.69046918431066,39.823209135801264,30.872313244303616,15.528930745344333,9.101356903391505,7.44401491131035,4.831920092490912,4.637706510995302,1.5753287499167647,0.9484550276838701,0.42896056501106467,0.3942644823434154,0.24950458708051346,0.23237454128229032,0.16981974097209446,0.1547425181845672,0.13521241045520083,0.10808449317954308,0.08308767982012352,0.07909314580143634,0.06325603849009857,0.05278650756005303,,,,,,,
41,99.23568142617582,26.58399348045117,14.836432938927615,6.468699231948454,5.988023244006549,4.912454711807547,3.3387027739714545,2.8107393464155765,2.712804452103989,2.6705106864036945,2.1178251285111545,1.4481198704283482,1.372389515411487,1.1590062727133592,0.9382397805122568,0.7060174076892408,0.5035139780936815,0.38449140916210084,0.2999385084651105,0.284974717448697,0.2000897700750685,0.07234628722992537,0.03891733937579982,,,,,,,
42,19.0946424685091,17.160222302553244,10.275032975648825,9.64360551687321,4.311962072874974,2.547907477015791,1.962348947101434,0.8681229792571722,0.7457650630940713,0.7075996551460049,0.6943819013274447,0.6504109440335561,0.6292483782369132,0.6138037595352549,0.2285258056722963,0.21124860404509965,0.21093625966071594,0.20727282815601408,0.18339801376257991,0.16673166033451356,0.144935721944615,0.04587492147999031,0.0370577257293274,,,,,,,
43,103.63762892052365,55.22553648475777,6.874619962918782,4.371825483707645,2.30433942595993,1.7522154609563687,0.4288487964236759,0.32398729820189454,0.25621891618640696,0.1625103460120714,0.14587380658334848,0.07077381499851741,0.06200508831120067,0.05517623512690349,,,,,,,,,,,,,,,,
44,15.982890278853088,9.180209060050613,7.314597845712378,3.408187465405191,3.378904801794733,1.8880700670766293,1.3922353713317874,1.348815493695228,1.029401754139201,0.8215675239770046,0.7960272613492714,0.6728670150050422,0.625196543593989,0.42239141564609683,0.34201084019447714,0.29844288690140686,0.08771905822179235,0.07377559184544266,0.06231221198868067,0.05871065659979688,,,,,,,,,,
45,209.18249259178725,17.184911992282444,5.5219671622319115,4.3161433943223795,2.4102570521900315,1.7345461773138389,1.1266570741063393,0.9397034579196536,0.47323328832451383,0.22737304560768115,0.11877778250273753,0.08827366271916502,0.06756357238720961,0.04882806995636736,0.03746879570557573,,,,,,,,,,,,,,,
46,208.41264452767714,181.66580756987463,30.15043355952494,16.497373605571113,10.490938394730994,3.4787746166319624,2.151788702661106,0.46896539705028645,0.4061822150199582,0.27584658070428153,0.26360470908472233,0.24196179517954847,0.12962464699895032,0.053558517523902144,,,,,,,,,,,,,,,,
47,72.52253047862041,38.99281092121849,16.973520252559666,13.714874500584576,10.170147131807678,10.020283199012958,6.669494666370482,3.638266428090406,2.9393785629446767,2.7393760056790786,2.5621367075425274,1.8589401129517213,1.6159014799068936,1.2098693546258572,0.648580142454758,0.5250650734231026,0.38968381673621133,0.2250071631146818,0.08865202111722528,0.052092609375806134,0.03213230177581926,,,,,,,,,
48,28.290343948404804,27.078154485228353,20.968181318416356,10.829779136724019,9.721267890572127,9.238016810937438,5.549793511603948,2.7724210184821954,2.293559447019766,1.7058133201704355,1.3901368148011723,1.2352851315000266,0.7950151954346143,0.4634848945136599,0.34596828979888783,0.3257499261828155,0.1682300443468372,0.11845835342890824,0.07222283925862127,0.06725861054672341,0.060111047061761624,0.05123571218411085,0.01914700723922412,,,,,,,
49,372.9450414514998,237.10488444736748,39.92430289432972,15.318148607989446,3.921817549225227,3.3557885424801763,1.6649488258604117,0.9684119313142004,0.9483964283219224,0.4744009188577537,0.3356572783436591,0.08961743454204817,0.056189370575756944,0.0424242562560124,,,,,,,,,,,,,,,,
50,91.49368867707548,78.87370177881894,34.00036535121084,14.243552419208713,2.5020879546435872,1.9048257480941517,1.7207416962555948,0.7197860357730854,0.6740283251331015,0.287502966375983,0.2374245335162275,0.12208887480299772,0.05538774016727945,0.02907217952569873,,,,,,,,,,,,,,,,
